,predRecom,title
1127,Yes,good company nice benefits
1128,Yes,gptw
1129,Yes,working atmosphere
1130,Yes,good company settled person
1131,Yes,qa
1132,Yes,qa
1133,Yes,world
1134,Yes,coompensation
1135,Yes,company work culture
1136,Yes,senior pre sales consultant
1137,Yes,program manager big data analytics
1138,Yes,territory account manager
1139,Yes,nice place upgrade technical skills
1140,Yes,channel marketing manager
1141,Yes,commodity advisor
1142,Yes,principal product manager
1143,Yes,customer support portuguese
1144,Yes,review
1145,Yes,nice company great onsite exposure
1146,Yes,good
1147,Yes,software dev advisor
1148,Yes,good comp
1149,Yes,work
1150,Yes,good salary
1151,Yes,principal engineer
1152,Yes,best place work learn
1153,Yes,flexible change needed
1154,No,working dell malaysia
1155,Yes,great work dell technologies
1156,Yes,good exposure technologies
1157,Yes,good
1158,Yes,things better emc
1159,Yes,hit miss
1160,Yes,good
1161,Yes,great place
1162,Yes,company review
1163,Yes,sr sw eng
1164,Yes,review dell
1165,Yes,good company
1166,Yes,dell emc
1167,Yes,techical support
1168,Yes,great work life balance pay scale competitive
1169,Yes,senior advisor
1170,Yes,sr software analyst
1171,Yes,good place work
1172,Yes,great place work learn
1173,Yes,security operations technician
1174,Yes,salary good fresher
1175,Yes,good lace start career
1176,Yes,software developer
1177,Yes,lot politics
1178,Yes,salary
1179,Yes,great company
1180,Yes,good
1181,Yes,dell services canada
1182,Yes,vmware admin
1183,Yes,good place
1184,Yes,dell
1185,Yes,great company work
1186,Yes,best place wor
1187,No,sinking ship
1188,Yes,enabled ops proc sr rep
1189,Yes,account manager
1190,No,poor management cant innovate
1191,Yes,techno functional consultant
1192,No,end end payroll management
1193,Yes,dell
1194,Yes,application developer specialist
1195,Yes,job
1196,Yes,project manager
1197,Yes,general manager
1198,Yes,good company
1199,Yes,business analysis advisor
1200,Yes,software development manager
1201,Yes,review
1202,Yes,associate manager
1203,Yes,business system advisor
1204,Yes,review
1205,Yes,great place work
1206,Yes,review
1207,Yes,tech support
1208,Yes,mechanical design consultant
1209,Yes,business head
1210,Yes,security advisor
1211,Yes,software engineering manager
1212,Yes,work culture
1213,Yes,productive fun work
1214,Yes,great
1215,Yes,growing need take care employees
1216,Yes,good place work
1217,Yes,great place
1218,Yes,great company
1219,Yes,data analysit
1220,Yes,testing engineer analyst
1221,Yes,marketing manager
1222,Yes,good
1223,Yes,application package analyst
1224,Yes,sales associate
1225,Yes,talent acquisition
1226,Yes,great company work
1227,Yes,good place work
1228,Yes,work life salarys
1229,Yes,networking technologists
1230,Yes,great place work
1231,Yes,dell review
1232,Yes,work culture
1233,Yes,senior advisor
1234,Yes,system security analyst
1235,Yes,sr manager
1236,Yes,dell international services
1237,Yes,good
1238,Yes,java developer
1239,Yes,good
1240,Yes,dell international ltd
1241,Yes,dell services review
1242,Yes,working environment
1243,Yes,fits kind people
1244,Yes,global commodity advisor
1245,Yes,jobs dell
1246,Yes,good company managers
1247,Yes,dell
1248,Yes,dell
1249,Yes,good management less evaluation
1250,Yes,one best companies work
1251,Yes,system integrator advisor
1252,Yes,good experience
1253,Yes,great place
1254,No,biggest career mistake
1255,Yes,best place work
1256,Yes,healthcare analyst
1257,Yes,best option freshers
1258,Yes,good freshers
1259,Yes,dell services employeer
1260,Yes,company services
1261,Yes,testing analyst
1262,Yes,solution architects
1263,Yes,great company
1264,Yes,sales manager
1265,Yes,great place work
1266,Yes,senior business advisor
1267,Yes,review
1268,Yes,worked
1269,Yes,great experience
1270,Yes,great place lots freedom
1271,Yes,amazing place work
1272,Yes,dell services
1273,Yes,awesome
1274,Yes,working life
1275,Yes,project progam management senior advisor
1276,Yes,good company work working years
1277,No,ol
1278,Yes,working dell past yrsit great experience work learn new stuffs
1279,Yes,dell good company
1280,Yes,java developer
1281,Yes,good
1282,Yes,great worklife balance
1283,Yes,good company work
1284,Yes,software
1285,Yes,pmoproject manager
1286,Yes,software development advisor
1287,Yes,great place work
1288,Yes,good place
1289,Yes,dell
1290,Yes,test staff engineer
1291,Yes,good company
1292,Yes,senior software enginner
1293,Yes,great company demanding
1294,Yes,flexible dell culture
1295,Yes,supply chain analyst
1296,Yes,good
1297,Yes,senior analyst
1298,Yes,good
1299,Yes,flexibility openness
1300,Yes,great place work based expect
1301,Yes,great place experienced professionals
1302,No,left emigrate
1303,Yes,company
1304,Yes,good place work
1305,Yes,good work culture
1306,Yes,manager
1307,Yes,management
1308,Yes,project lead
1309,Yes,test engineer
1310,Yes,working applications support
1311,Yes,system associate
1312,Yes,worklife balance
1313,Yes,good place work
1314,Yes,tax manager
1315,Yes,good java developer
1316,Yes,great employer
1317,Yes,working fidelity investments fulltime
1318,Yes,hebrew support represntitve
1319,Yes,good place work
1320,Yes,good
1321,Yes,great place work
1322,Yes,great company going transition
1323,No,former employyer
1324,Yes,good
1325,Yes,network design sr advisor
1326,Yes,great place work
1327,Yes,dell international services
1328,Yes,need take care employees
1329,Yes,good company
1330,Yes,great place work least sales
1331,Yes,sr software engineer
1332,Yes,fulfillment
1333,Yes,dell
1334,Yes,overall review
1335,Yes,awesome place work
1336,Yes,working dell
1337,Yes,good freshers got good project
1338,Yes,good company well defined processes
1339,Yes,incident manager
1340,Yes,great business development role
1341,No,reduction costs bad employees
1342,Yes,work life balance
1343,Yes,work culture
1344,No,good business card
1345,Yes,good pay bad management
1346,Yes,excellent place work
1347,No,engeener
1348,Yes,nice place work good environment
1349,Yes,business analyst
1350,Yes,average work place  opportunities  nice projects nice people
1351,Yes,average work place  opportunities  nice projects nice people
1352,Yes,dell
1353,Yes,cool
1354,Yes,software development advisor
1355,Yes,good organization work
1356,Yes,application support analyst
1357,Yes,review
1358,Yes,ok ok company
1359,Yes,average company work
1360,Yes,stable job hard advance career
1361,Yes,feedback
1362,Yes,good experienced
1363,Yes,good
1364,Yes,controlling
1365,Yes,client technical support
1366,Yes,account manager
1367,Yes,dell international
1368,Yes,dells review
1369,Yes,sr support analyst
1370,Yes,dell employee
1371,Yes,work culture
1372,No,dell box
1373,Yes,anonymous
1374,Yes,client technical support associate
1375,Yes,overall good
1376,Yes,enterprise sr technical support advisor
1377,Yes,dell india
1378,Yes,good interest job
1379,No,poor people management
1380,Yes,software development advisor
1381,Yes,great place
1382,Yes,dell
1383,Yes,benefits dell
1384,Yes,review
1385,Yes,lot work buttering leadmanager get promotionhike
1386,Yes,culture dell
1387,Yes,good freshers
1388,Yes,great place work
1389,Yes,bad pay master employer
1390,Yes,good choice one mid s
1391,Yes,technical analyst senior associate
1392,Yes,good
1393,Yes,good place work
1394,Yes,good experience dell
1395,Yes,depends department
1396,Yes,work
1397,Yes,professionalism within domain
1398,No,less  gov job
1399,Yes,working dell overall good experience
1400,Yes,senior analyst
1401,Yes,good company
1402,No,technologies bought dell
1403,Yes,sr analyst talent acquisition
1404,Yes,good place management happy work
1405,Yes,good enviroment
1406,Yes,good fresher exp people
1407,Yes,good potential needs  changes
1408,Yes,good
1409,Yes,nice work dell
1410,Yes,good people good environment
1411,Yes,great company
1412,Yes,good experience
1413,Yes,csa
1414,Yes,tough rewarding place work
1415,Yes,account manager
1416,Yes,dell
1417,No,disappointing
1418,Yes,around one year dell internationalgood challenging work environment
1419,Yes,good place work good team less promising future
1420,Yes,business analyst
1421,Yes,good working environment
1422,Yes,good work life balance
1423,Yes,great company
1424,Yes,sr manager
1425,Yes,work life balance
1426,Yes,gr place work
1427,Yes,moderate review
1428,Yes,good
1429,Yes,bad management growth oppurtunities
1430,Yes,work dell
1431,Yes,associate
1432,Yes,great round company things improve
1433,Yes,good overall especially personal growth
1434,Yes,mixed one
1435,Yes,nice working environment
1436,Yes,awesome
1437,Yes,good company work
1438,Yes,years dell
1439,Yes,first company
1440,Yes,best beginners
1441,Yes,excellent company drives outcome
1442,Yes,satisfactory great
1443,Yes,good company
1444,Yes,good work life balance opportunities personal growth
1445,Yes,nice company awesome experience far
1446,No,opinion
1447,Yes,good one good
1448,Yes,great place work
1449,Yes,good years dell great culture fantastic people
1450,Yes,easy comfortable experience
1451,Yes,decent place work
1452,Yes,good learning place
1453,Yes,good learning place
1454,Yes,better place work
1455,No,mixed bag
1456,No,average
1457,Yes,working dell
1458,Yes,learned lot dell international services segment india
1459,Yes,dell services india pvt ltd
1460,Yes,great time
1461,Yes,great place work
1462,Yes,bad co
1463,Yes,test
1464,Yes,overall work culture
1465,Yes,talent development
1466,Yes,just brandno growth
1467,Yes,working culture environment
1468,Yes,best place work
1469,Yes,good place work
1470,No,company flux entirely sure headed due numerous corporate acquisitions last year
1471,Yes,okay company ambitious people
1472,Yes,fast moving focused goals
1473,Yes,good company currently motivation problems
1474,Yes,good work culture
1475,Yes,excellent
1476,Yes,beautiful
1477,Yes,good
1478,Yes,nice company work
1479,Yes,job dell career politics technology
1480,Yes,procurement professional
1481,Yes,working dell singapore
1482,Yes,bad package lacking career development opportunities
1483,Yes,great company work
1484,Yes,good company start
1485,Yes,work experience
1486,Yes,interview experience technical manager role
1487,Yes,enterprise support analyst
1488,Yes,nice company good enironment
1489,Yes,associate
1490,Yes,work culture
1491,Yes,company nice work culture
1492,No,good depands project u r cost cutting workforce also
1493,Yes,great place work
1494,Yes,work
1495,Yes,great place work good work life balance
1496,Yes,great place learn  impact smart people challenging projects
1497,Yes,healthcare bpo services
1498,No,earlier dell used employee focus now things changed worse
1499,Yes,neutral experience
1500,Yes,working dell
1501,Yes,good company
1502,Yes,good
1503,Yes,dell
1504,No,average
1505,Yes,overall good
1506,Yes,one liberal company runs management
1507,Yes,much work less progress
1508,Yes,dell india development
1509,Yes,good
1510,Yes,good global mnc
1511,Yes,good place work
1512,Yes,good great place work
1513,Yes,great place
1514,Yes,interesting
1515,Yes,good overall
1516,Yes,great company work
1517,Yes,good company work
1518,Yes,first job taught new things
1519,Yes,good experience
1520,Yes,good place work certain teams good challenging work
1521,Yes,dell great company work
1522,No,dell global analytics back end reporting shop
1523,Yes,good place work
1524,Yes,good interview
1525,Yes,great place work
1526,Yes,intern management customer department
1527,Yes,flexible
1528,No,job gets nowhere
1529,Yes,good experience exposure
1530,Yes,good
1531,Yes,limited growth opportunities
1532,Yes,good
1533,Yes,satisfied
1534,Yes,good company pays less still good pays less
1535,Yes,good place work
1536,Yes,best class rewarding
1537,Yes,awesome
1538,Yes,good
1539,Yes,transformation
1540,Yes,review sales maker india
1541,Yes,pretty good working enviroment
1542,Yes,good company work
1543,Yes,ok
